stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Stromal
24hpf,0,4,0,0,0,0,0
72hpf,0.28,2.25,0,0,0,0.28,3.95
21Day,0,0.37,0,0,0.74,0,3.33
3Month,0,0.1,0,0.1,0.1,0,0.21
22Month,0,1.23,0.14,0.14,0,0,0.41
