stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Secretory,Stromal
21Day,0.37,0,8.88,0.37,0.74,0.37,0
3Month,0.94,0,8.95,0,0,0,0.1
22Month,2.19,0.14,16.53,0,0.27,0,0.41
