stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,1,0,0,0,2,0,0,0,0
72hpf,0.56,1.13,0,0,4.51,1.41,0,0,0.28
21Day,0,1.48,0,0,1.11,0,0,0.37,0.37
3Month,0,2.29,0.1,0.1,0.21,0,0,0.1,0
22Month,0.14,9.7,1.09,2.6,0.14,0,0.27,0,1.09
