stage,Epithelial,Erythroid,Germ,Immune,Neuron,Other
24hpf,0,0,0,0,1,0
72hpf,1.69,0,0,0,0.28,0
21Day,7.4,0.37,0,0,0.37,0
3Month,0.52,0,0,0,0,0
22Month,1.91,0,0.14,0.27,0,0.14
