stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,2,0,0,3,0,4,0,1
72hpf,1.13,0,0,0,0.28,8.17,0,0.56
21Day,2.22,0.74,0,0.74,0,6.29,0,1.48
3Month,6.24,0.1,3.22,0.83,0.21,0.31,0,0.31
22Month,3.42,0,0.27,0.68,0,0.41,0.27,0
