stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,1,0,0,0,67,0,0,1
72hpf,0,0.56,0,0,17.19,1.41,0,0.56
21Day,0,0.37,0,0,10.73,0.74,0,0.74
3Month,0.21,0,1.04,0.1,0.21,0,0.1,0.1
22Month,1.23,0,0.14,0.14,0.14,0,0.14,0
