stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,4,0,1,1,32,0,1,1
72hpf,2.54,10.43,0.56,0,0.85,21.98,0,0,7.89
21Day,2.22,12.58,1.11,0.37,4.81,9.99,0,1.48,24.42
3Month,0,0.21,0,0,0,0,0,0,0
22Month,0,0.41,0,0,0,0.14,0.27,0,0.82
