stage,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
72hpf,0.28,0,0,3.66,0.85,0.28
21Day,0,0,0.74,1.11,0.37,0.74
3Month,0.42,0.1,0.42,0.1,0.1,0
22Month,1.23,0.14,0.14,0,0,0.14
