stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,7,0,0,0,0
72hpf,0,0,0.28,0,0,0,0
21Day,0.37,0,3.7,0,0.37,0.37,0
3Month,0.31,0.1,0.73,0.1,0,0,0.1
22Month,0,0,0.27,0,0,0,0
