stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,0,0,1,0,1,0,0
72hpf,0.28,1.13,0,0,0,0,0.56,0,0.85
21Day,0,4.07,0.74,0,10.73,0,0.74,0,1.11
3Month,0,1.35,0.1,0.1,3.85,0.1,0,0,0
22Month,0,0.68,0,0,1.09,0,0,0.14,0
