stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Neuron,Stromal
24hpf,0,2,0,0,23,0,0
72hpf,0,0.56,0,0,0.28,0,0
21Day,0,1.85,0,0,2.59,0.37,0
3Month,0.62,3.85,0.1,0.31,11.65,0.42,0.1
22Month,0.41,0.96,0,0,7.11,0,0
