stage,Epithelial,Germ,Immune,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,1,0,0,0
72hpf,0,0,0,7.61,0,0,0
21Day,1.85,0,0,4.44,0,0.74,0.37
3Month,0.31,0.83,0.21,0,0,0.1,0
22Month,1.37,0,0.27,0.14,0.14,0.14,0
