stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,7,0,5,0,0,0
72hpf,0,0.85,0,1.69,0,1.69,0,0,0
21Day,0.74,0.37,0,2.59,0.37,0.74,0,0,0.74
3Month,0.31,9.36,1.04,6.45,0.42,0.62,0,0.31,0.52
22Month,0.41,8.61,0,3.69,0,0.14,0.82,0,0.82
