stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,1,6,0,0,0,0,18,3
72hpf,0,6.76,0,0,0.28,0.28,2.82,0
21Day,0,2.96,0,0,2.22,0,0.74,0.74
3Month,0,12.27,0.1,4.37,17.16,0.21,0.42,0.31
22Month,0,2.73,0,0.27,5.88,0,0,0.27
