stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,1,0,0,0,0,0,15,0,5
72hpf,0,0.56,0,0,0,0,9.02,0.28,2.25
21Day,0,0.37,0.37,0,0,1.11,6.66,0,4.81
3Month,0,0.31,0,0.1,0.21,0,0,0,0.1
22Month,0.14,2.05,0,0,0.82,0,0.14,0,0.55
