stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,0,2,0,0,2
72hpf,0,1.13,0,0,0.28,0,0,0,0.28
21Day,0,0.74,0,0.37,0.37,0,0,0,0.37
3Month,0.1,7.28,11.96,1.56,0.94,0,0,0.42,1.35
22Month,0.14,6.15,4.1,0,0,0,0.14,0.14,0.14
