stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,1,0,0,0,11,0,2
72hpf,0.85,0,0.28,0,5.07,0.56,1.13
21Day,1.85,2.22,0.37,0.74,4.07,0,1.85
3Month,0.21,0,0,0.1,0,0,0
22Month,0.14,0,0.14,0.14,0,0,0
