stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,9,0,0,1,0,11,3,1,1
72hpf,0.85,62.85,0.85,0,0.28,0.28,7.61,2.25,0.56,2.25
21Day,1.11,277.86,14.8,0.37,15.91,7.77,45.88,0.74,15.91,28.86
3Month,2.7,1128.06,2.81,21.74,48.26,8.74,3.54,0.62,16.95,19.66
22Month,3.69,1105.08,1.09,3.83,18.99,3.14,3.83,206.2,6.15,6.83
