stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Stromal
24hpf,0,2,0,0,4,6,0,3
72hpf,0,0,0,0,0,0.28,0,0
21Day,0,0,0,0,3.7,0,0,0.37
3Month,0.1,2.5,0.1,0.42,38.9,0,0,0.73
22Month,0.41,3.28,0,0,22.68,0,0.41,0.27
