stage,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
24hpf,5,0,0,0,2,0
72hpf,1.41,0,0,0,0.56,3.1
21Day,5.55,0,0,0,0.37,1.48
3Month,5.41,5.82,0.21,0.1,0,0.1
22Month,0.82,0.41,0.14,0,0,0
