stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,2,0,0,0,0,6,0,0,0
72hpf,0.85,0,0,0.28,0,2.82,0,0.28,0.28
21Day,0.37,0.37,0,0.37,0,3.7,0,0,0.74
3Month,1.56,27.25,17.37,3.33,2.29,0.94,0,1.25,1.98
22Month,0.68,20.09,0.68,2.73,0.41,0.96,0.55,0.27,0.82
