stage,Epithelial,Erythroid,Germ,Immune,Stromal
72hpf,0.28,0,0,0,0.28
21Day,2.22,0,0,0,0
3Month,0.1,0.1,0,0.31,0
22Month,1.37,0,0.14,0.14,0.27
