stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,2,0,0,1,12,0,1,3
72hpf,1.13,0,0,0,1.69,0,0,1.41
21Day,2.59,0,0,0.37,1.11,0,0.37,1.11
3Month,2.18,3.33,0.62,0.1,0.21,0,0.1,0.42
22Month,1.64,4.78,0.27,0,0.14,0.14,0,0.14
