stage,Epithelial,Erythroid,Germ,Muscle,Neuron,Secretory,Stromal
72hpf,1.41,0.28,0,0.56,10.43,0,1.13
21Day,1.48,0.37,0,0,3.7,0,0.37
3Month,0.31,0,3.43,0,0,0.21,0
22Month,0.55,0,0,0,0,0,0
