stage,Epithelial,Erythroid,Germ,Immune,Neuron,Stromal
72hpf,0.28,0,0,0,0.85,0
21Day,0.37,0.37,0,0.37,0.74,1.11
3Month,0.31,0,0.42,0,0,0
