stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Neuron,Secretory,Stromal
24hpf,0,0,0,0,1,1,0,1
72hpf,0,0.85,0,0,0,1.41,0,0
21Day,0,0,1.11,0,0,1.48,0,0
3Month,0.1,1.98,0,8.95,0.73,0,0.21,0.31
22Month,0,0.27,0,4.1,0,0,0,0
