stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
72hpf,0,0,0,0,0,0.56,0,0
21Day,0,6.66,1.11,0,0,0,0,0.37
3Month,0,8.53,69.69,1.98,0.31,0.31,0.31,0.52
22Month,0.14,1.64,9.29,0.14,0,0,0,0.14
