stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Neuron,Secretory,Stromal
24hpf,0,0,0,0,0,1,0,0
72hpf,0,0,0,0,0,0.28,0,0.28
21Day,0,0.37,0,0,0,1.11,0,0
3Month,0,3.64,0.1,0.1,0.42,5.51,0.1,0.1
22Month,0.14,1.09,0,0.14,0.14,2.05,0,0
