stage,Epithelial,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,1,0
72hpf,0,0,0.28,0,0
21Day,1.11,0.37,0,0,0
3Month,0,0,0.21,0,0.1
22Month,0.27,0.14,0.27,0.14,0
