stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Secretory
24hpf,0,0,0,0,0,2,0
72hpf,0,0.28,0,0,0.28,3.95,0
21Day,0,0.37,0,0.37,0,3.33,0
3Month,0.21,1.14,11.75,0.31,0.1,0.31,0.1
22Month,0,1.09,0.41,0,0,0,0
