stage,Endothelial,Epithelial,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,0,2,9,1,0
72hpf,0,0,0,0.56,3.95,0,0.85
21Day,0.37,0.74,0,0,1.85,0,1.11
3Month,0,0.31,0.1,0,0,0,0
22Month,0,0.82,0.14,0,0,0,0
