stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,1,0,0,0,0,0,0
72hpf,0,1.69,0,0,0.28,0.85,0,0
21Day,0,2.22,0,1.48,0.37,0.74,0.74,0
3Month,0.1,3.33,0.21,1.98,0.21,0.21,0,0.52
22Month,0.14,0.82,0,0.55,0,0,0,0
