stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,0,1,0,0
72hpf,0,0.85,0,0,0,14.37,0,0.56
21Day,0.37,0,0,0.74,0,6.29,0.37,0.74
3Month,0.94,0.1,0.42,0.31,0.21,0,0,0.21
22Month,3.28,0,0,1.37,0,0,0.14,0.27
