stage,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
72hpf,0,0,0,0,0.28,0,0
21Day,0,0.74,0,0,0,0,0
3Month,1.35,12.07,0.42,0.21,0,0.52,0.21
