stage,Epithelial,Germ,Immune,Neuron,Stromal
72hpf,0,0,0,6.76,0
21Day,0,0,0,4.44,0.37
3Month,0,0.31,0,0.94,0
22Month,0.27,0.55,0.14,3.42,0
