stage,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
24hpf,1,0,1,0,3,0
72hpf,0.56,0,0,0,1.13,0
21Day,0.37,0,0.37,0,0,0.74
3Month,0.1,0.1,0,0.1,0,0
22Month,0.14,0,0.27,0,0,0
