stage,Epithelial,Erythroid,Immune,Neuron,Secretory,Stromal
24hpf,0,1,1,2,0,0
72hpf,0.28,0,0,7.05,0,0
21Day,1.11,0,0.37,17.39,0.74,0
3Month,0.21,0,0,0.1,0,0.1
