stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,1,0,0,0,0,17,0,2
72hpf,0.85,0,0,0,0,11.84,0,0
21Day,0.37,0,0,0,0.37,5.55,0.37,0
3Month,1.56,0,4.06,0.73,0.21,0.21,0,0.1
22Month,1.37,0.14,1.09,0.27,0,0.27,0,0.27
