stage,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,14,0,0,0,4,0,0
72hpf,0.56,0,0,0.28,6.76,0,1.13
21Day,0.37,0,0,0.74,2.22,0,2.22
3Month,0.42,0.1,0,0,0,0,0
22Month,1.78,0,0.27,0,0,0.14,0.41
