stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,1,2,0,0,0,0,3,0
72hpf,0,1.41,0,0,0.28,0,0,1.13
21Day,0.37,1.48,0,0,0.37,0,0.37,1.11
3Month,0,1.56,0.1,6.14,0.21,0.21,0,0.1
