stage,Endothelial,Epithelial,Germ,Immune,Neuron,Other,Stromal
24hpf,1,0,0,0,1,0,0
72hpf,0,1.41,0,0,11.84,0,0
21Day,0,1.11,0,0,34.04,0,1.11
3Month,0,1.04,0.1,0.31,0.1,0,0.21
22Month,0,2.32,0,0.27,0.27,0.14,0
