stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,1,6,0,0,3,0,49,0,7
72hpf,0,1.97,0,0.28,0,0.85,4.51,0.28,1.13
21Day,0.74,0.74,0.37,0.37,0.74,0.37,2.22,0,0.37
3Month,0,1.56,0,10.71,0.73,0.31,0.1,0.21,0.1
22Month,0,1.09,0,0.41,0.55,0,0.27,0,0.41
