stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,2,0,0,1,0,7,0,1
72hpf,0.28,0,0,0,0,1.41,0,0
21Day,2.22,0.37,0,1.11,0.74,3.33,0,3.7
3Month,0,0,0.21,0.1,0,0,0,0
22Month,0.55,0,0,1.23,0.14,0.14,0.14,0.14
