stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,0,2,0
72hpf,0,0,0,0,1.13,3.66,0
21Day,0,0.37,0,0.74,0.37,5.55,0.37
3Month,0.1,0,0.1,0,0,0,0
