stage,Epithelial,Germ,Immune,Neuron,Other,Stromal
72hpf,0,0,0,0.56,0,0
21Day,0.37,0,0,1.11,0,0
3Month,0.94,0,0.21,0,0,0.1
22Month,0.96,0.14,0.14,0,0.14,0
