stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
24hpf,1,1,0,0,0,1,0
72hpf,0,1.41,0,0,0.56,0.28,0
21Day,0.37,4.07,0,0.74,0,0.37,0
3Month,0.21,4.26,0.42,0.31,0,0,0.62
22Month,0.27,4.24,6.01,0.14,0,0,0.14
