stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,0,13,0,0,0,0
72hpf,0,0,0,2.54,0.28,0.28,0,0.28
21Day,0,0.37,0,9.62,2.59,0.37,0,0
3Month,16.85,0,0.21,6.55,0.21,0,0.1,0.42
22Month,6.29,0.14,0,9.43,0,0,0.96,0.14
