stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,2,0
72hpf,0.56,0,0.28,0.28,0.56,0
21Day,0,0.37,0.74,0,0,0.37
3Month,0.52,0,0,0,0,0
