stage,Epithelial,Muscle,Neuron,Stromal
24hpf,0,0,2,0
72hpf,0.85,0,1.41,0.28
21Day,0,0.37,0.74,0.74
3Month,0.31,0,0,0
22Month,0.96,0,0,0
