stage,Endothelial,Epithelial,Immune,Neuron,Stromal
24hpf,0,0,0,1,0
72hpf,0.28,0.85,0,16.35,0.28
21Day,0.37,1.11,0.37,14.8,0
3Month,0,0.1,0,0.1,0
22Month,0,0.27,0,0,0
