stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Secretory,Stromal
21Day,0,1.48,0,0,0,0,0,0.37
3Month,0,2.18,0,0.1,0.1,0.1,0.42,0.21
22Month,0.14,3.96,0.14,1.09,0,0.14,0,0.41
