stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,1,0,0,0,0,1,0,0
72hpf,0.28,0,0,0,0,0,3.1,0,0.56
21Day,0.37,6.29,0.37,0,0.37,0,5.55,0.37,1.11
3Month,0,0.94,0.1,0.83,0.1,0.1,0,0,0
