stage,Epithelial,Erythroid,Immune,Muscle,Neuron
72hpf,0,0,0,0,1.13
21Day,1.11,0.74,0,0.37,1.85
3Month,0,0,0.31,0,0.62
22Month,2.05,0,0.14,0,0.27
