stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Neuron,Secretory,Stromal
72hpf,0,0,0.28,0,0,12.4,0,0.28
21Day,0,0,0,0,0,11.84,0,0.74
3Month,0,1.14,0,0.1,0.83,17.27,0.1,0.31
22Month,0.14,3.83,0,0.14,0.55,5.74,0.27,0
