stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,0,0,0,0,1,0,1
72hpf,0.28,1.69,0,0,0,31.57,3.95,0,1.13
21Day,0,0.37,0.37,0,0.37,12.58,3.33,0,2.22
3Month,0.1,4.06,0.1,10.3,0.94,0.83,0.21,0,0.52
22Month,0,3.14,0,0.27,0.96,0.14,0.14,0.27,0
