stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,0,0,0,3,0,0
72hpf,0,0.85,0,0,1.69,2.82,0,1.41
21Day,0,0.37,0,0.37,10.36,4.44,0,4.81
3Month,0.1,1.25,0.1,2.5,2.08,1.25,0,1.04
22Month,0,1.37,0.14,2.19,0.41,0.96,0.14,0.68
