stage,Epithelial,Erythroid,Germ,Immune,Neuron,Stromal
24hpf,0,0,0,0,12,0
72hpf,0,0,0,0,19.17,0.85
21Day,1.11,0.37,0,0.37,7.4,0
3Month,0.1,0,0.62,0.1,0.73,0
