stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Stromal
24hpf,1,0,0,0,9,1
72hpf,0.85,1.41,0,0.28,4.51,1.13
21Day,1.85,3.7,0.37,1.11,2.96,1.85
3Month,0.31,0,0.21,0,0.1,0
