stage,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
72hpf,0.56,0,0,0.56,2.54,0,0.85
21Day,0.74,0,0,0,3.33,0.37,1.11
3Month,0.31,0,0,0,0,0,0
22Month,0.96,0.14,0.14,0,0,0.27,0
