stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,3.56,0,0.93,0.86,9.49,0.72
3dpf,7.07,0,0,0.99,5.68,0
5dpf,14.66,1.72,0.49,4.31,6.38,1.43
10dpf,15.83,1.78,0,1.5,6.57,0
