stage,central_nervous_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm
2dpf,0.96,0,0,0.87
3dpf,3.25,0,0,0
5dpf,0,1.07,0.7,0
10dpf,2.36,0,0,0.53
