stage,central_nervous_system,endoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
3dpf,3.34,8.28,0.46,0,0,0
5dpf,0.33,16.03,2.23,0.66,0.92,1.99
10dpf,5.73,96.11,2.95,0,0,0
