stage,central_nervous_system,endoderm,hematopoietic_system,mesenchyme,paraxial_mesoderm,periderm
2dpf,4.54,0,0,0.52,0,0
3dpf,11.16,0,0,1.53,0,0.45
5dpf,0.54,0,0.36,2.8,0,0
10dpf,9.53,0.88,0,0,1.44,0
