stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm
2dpf,0.95,0,0,0.61,0,0
3dpf,0.82,1.33,0.32,1.95,0,0
5dpf,1.48,0,1.51,2.59,0.36,0.48
10dpf,0.4,0,0,1.45,0,0
